key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
NEG~early,NEGMIR,early,5175,972.604492,15336.643056,1.7673218,0.7525348,0.017430544,0.92361236,0.017738702,291735,5603,1680633,5175.0,286560.0,428.0,1388470.0,291735.0,1388898.0,5603.0,1675030.0,290762.395508121,4630.395508121,1384267.604491879,58.417336,0.03480887,0.7259741,0.017430544,0.7525348,0.7525348,0.38498268,4202.3955,0.8120571,5.4732976,5.454058,5.481913,5.502788,5.6451735,5.531712,71.93747284969079,540.1249855357554,74.85318964479737
NEG~sure,NEGMIR,sure,5772,1169.277861,15139.427608,1.4631201,0.68605167,0.019091003,0.85688835,0.019785078,291735,6736,1680633,5772.0,285963.0,964.0,1387934.0,291735.0,1388898.0,6736.0,1673897.0,290565.722138623,5566.722138623,1383331.277861377,60.583115,0.038677122,0.6934086,0.019091003,0.68605167,0.68605167,0.35257134,4602.722,0.7974224,4.571084,4.5573487,4.577228,4.5920963,4.692841,4.6126556,75.97367965289031,540.1249855357554,82.07313811473277
NEG~late,NEGMIR,late,11049,2305.053551,27847.905369,1.3886915,0.66372347,0.036267824,0.83206564,0.037873413,291735,13279,1680633,11049.0,280686.0,2230.0,1386668.0,291735.0,1388898.0,13279.0,1667354.0,289429.946448749,10973.946448749,1377924.053551251,83.18519,0.07244913,0.68064195,0.036267824,0.66372347,0.66372347,0.34999564,8743.946,0.791379,4.3839493,4.3746333,4.3881145,4.398187,4.466203,4.412101,105.11422358558332,540.1249855357554,115.2345434320803
NEG~alone,NEGMIR,alone,564,122.725571,1318.572614,1.273289,0.6244132,0.001830302,0.79773694,0.0019332614,291735,707,1680633,564.0,291171.0,143.0,1388755.0,291735.0,1388898.0,707.0,1679926.0,291612.274428742,584.274428742,1388313.725571258,18.581005,0.003857175,0.66234404,0.001830302,0.6244132,0.6244132,0.31312177,441.2744,0.78240144,3.5382485,3.5029428,3.554061,3.5923789,3.8541484,3.645489,23.748684174075834,540.1249855357554,26.589471600616662
NEG~fancy,NEGMIR,fancy,779,191.292192,1519.567862,1.0606833,0.5336601,0.002437673,0.70689654,0.0026702315,291735,1102,1680633,779.0,290956.0,323.0,1388575.0,291735.0,1388898.0,1102.0,1679531.0,291543.707808308,910.707808308,1387987.292191692,21.056818,0.005320366,0.6098402,0.002437673,0.5336601,0.5336601,0.26804888,587.7078,0.75443876,3.0216484,2.995501,3.0333416,3.0616317,3.2531247,3.1007352,27.910571473905726,540.1249855357554,33.19638534539566
NEG~certain,NEGMIR,certain,1139,307.768653,1921.536962,0.9334645,0.4693227,0.003447751,0.642414,0.003904228,291735,1773,1680633,1139.0,290596.0,634.0,1388264.0,291735.0,1388898.0,1773.0,1678860.0,291427.23134676,1465.23134676,1387432.76865324,24.629753,0.007761288,0.56829935,0.003447751,0.4693227,0.4693227,0.23638524,831.2313,0.72979045,2.7189183,2.698917,2.7278566,2.7494662,2.8951268,2.7792985,33.74907406137241,540.1249855357554,42.1070065428546
NEG~frustrating,NEGMIR,frustrating,2052,580.646444,3225.063848,0.88085896,0.44074374,0.006102827,0.6134529,0.0070337807,291735,3345,1680633,2052.0,289683.0,1293.0,1387605.0,291735.0,1388898.0,3345.0,1677288.0,291154.353556071,2764.353556071,1386133.646443929,32.480923,0.013908093,0.5482656,0.006102827,0.44074374,0.44074374,0.22342329,1471.3535,0.7170339,2.6461093,2.6316462,2.652571,2.6681883,2.7732825,2.689738,45.2990066116245,540.1249855357554,57.83597496368502
NEG~evident,NEGMIR,evident,1453,414.350691,2253.94282,0.87139326,0.43574637,0.004308072,0.60871387,0.0049805474,291735,2387,1680633,1453.0,290282.0,934.0,1387964.0,291735.0,1388898.0,2387.0,1678246.0,291320.649308921,1972.649308921,1386925.350691079,27.248095,0.009880254,0.54489756,0.004308072,0.43574637,0.43574637,0.22002722,1038.6493,0.71483094,2.56819,2.5511253,2.5758145,2.5942419,2.718258,2.6196692,38.118237105091836,540.1249855357554,48.85693400122443
NEG~apparent,NEGMIR,apparent,1163,436.916921,1116.715162,0.61297977,0.2889043,0.003011621,0.462058,0.0039864946,291735,2517,1680633,1163.0,290572.0,1354.0,1387544.0,291735.0,1388898.0,2517.0,1678116.0,291298.083079411,2080.083079411,1386817.916920589,21.29102,0.007904789,0.42518085,0.003011621,0.2889043,0.2889043,0.14595796,726.08307,0.6243191,1.7231116,1.706482,1.7305354,1.7484624,1.8685411,1.7731632,34.10278580995987,540.1249855357554,50.16971197844373
NEG~annoying,NEGMIR,annoying,868,330.161296,813.135646,0.6026912,0.28309572,0.0022308277,0.4563617,0.002975303,291735,1902,1680633,868.0,290867.0,1034.0,1387864.0,291735.0,1388898.0,1902.0,1678731.0,291404.838703631,1571.838703631,1387326.161296368,18.255436,0.005912061,0.41979358,0.0022308277,0.28309572,0.28309572,0.14266329,537.8387,0.61962986,1.6426617,1.623461,1.6512319,1.6719247,1.8104293,1.7004297,29.46183972531247,540.1249855357554,43.61192497471305
