key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,first_char
too~late,too,late,11389,1376.7415,48858.344,2.9490712,0.8880604,0.162843,0.99026173,0.16306107,69845,11501,583470,11389.0,58456.0,112.0,513513.0,69845.0,513625.0,11501.0,571969.0,68468.258530858,10124.259,503500.741469142,93.818665,0.28001377,0.9176332,0.162843,0.8880604,0.8880604,0.52545166,10012.259,0.87911654,8.890001,8.855451,8.905565,8.9435215,9.17048,9.014223,106.71925786848408,264.2820463065927,107.24271537032247,t
too~early,too,early,5208,631.3307,21768.133,2.7939973,0.875695,0.07443661,0.98748577,0.074565105,69845,5274,583470,5208.0,64637.0,66.0,513559.0,69845.0,513625.0,5274.0,578196.0,69213.669288909,4642.6694,508982.33071109,63.41822,0.13866,0.9164141,0.07443661,0.875695,0.875695,0.4750658,4576.6694,0.8787767,8.340229,8.297132,8.359671,8.407166,8.693516,8.495931,72.16647421067486,264.2820463065927,72.62231062146122,t
too~old,too,old,2536,393.71384,7495.2134,1.4090847,0.6550412,0.03484292,0.77105504,0.03630897,69845,3289,583470,2536.0,67309.0,753.0,512872.0,69845.0,513625.0,3289.0,580181.0,69451.28617581,2895.2861,510729.71382419,42.540527,0.06935215,0.8089686,0.03484292,0.6550412,0.6550412,0.3449421,2142.2861,0.84475005,4.3280673,4.311016,4.335712,4.354265,4.4625626,4.3884816,50.35871324805669,264.2820463065927,57.34980383575867,t
mor~frustrating,more,frustrating,1960,481.3609,4377.9604,1.3391036,0.6440363,0.01533825,0.8503254,0.016085615,121848,2305,583470,1960.0,119888.0,345.0,461277.0,121848.0,461622.0,2305.0,581165.0,121366.639107409,1823.6392,459798.360892591,33.39905,0.031573944,0.60978526,0.01533825,0.6440363,0.6440363,0.32968727,1478.6392,0.7544077,4.0081367,3.9848795,4.018576,4.043943,4.192917,4.090843,44.27188724235731,349.0673287490538,48.010415536631214,m
muc~bigger,much,bigger,535,9.978145,3676.7515,2.1805089,0.6099752,0.07864531,0.62064964,0.079212315,6754,862,583470,535.0,6219.0,327.0,576389.0,6754.0,576716.0,862.0,582608.0,6744.021855451,852.02185,575863.978144549,22.698675,0.14049369,1.729304,0.07864531,0.6099752,0.6099752,0.34431028,525.02185,0.9813493,6.610405,6.581117,6.623525,6.6553373,6.840301,6.713906,23.130067012440755,82.18272324521742,29.359836511806396,m
mor~evident,more,evident,1313,342.06903,2642.8926,1.1887453,0.5944227,0.010071681,0.8015873,0.010775721,121848,1638,583470,1313.0,120535.0,325.0,461297.0,121848.0,461622.0,1638.0,581832.0,121505.93095789,1295.9309,460326.06904211,26.795137,0.021265568,0.58415097,0.010071681,0.5944227,0.5944227,0.3022472,970.93097,0.7394752,3.4890597,3.4642003,3.5002148,3.5273106,3.68618,3.5773728,36.235341863986875,349.0673287490538,40.47221268969612,m
mor~sinister,more,sinister,637,167.48436,1259.7203,1.16627,0.5862368,0.00487039,0.7942643,0.005227825,121848,802,583470,637.0,121211.0,165.0,461457.0,121848.0,461622.0,802.0,582668.0,121680.515646049,634.5156,460987.484353951,18.602888,0.010387281,0.5801652,0.00487039,0.5862368,0.5862368,0.2955536,469.51566,0.73707324,3.2452066,3.2108438,3.260635,3.298133,3.5187156,3.3675036,25.238858928247925,349.0673287490538,28.319604517012593,m
too~careful,too,careful,682,118.03035,1759.8993,1.2210279,0.57294554,0.009172607,0.6916836,0.009764478,69845,986,583470,682.0,69163.0,304.0,513321.0,69845.0,513625.0,986.0,582484.0,69726.969647111,867.96967,512757.030352889,21.595514,0.019257106,0.7617907,0.009172607,0.57294554,0.57294554,0.29105908,563.96967,0.826935,3.5415583,3.513284,3.5542336,3.584991,3.7644784,3.6417043,26.115129714401192,264.2820463065927,31.400636936215164,t
mor~urgent,more,urgent,520,142.63318,956.06445,1.0830737,0.55316114,0.003914509,0.761347,0.004267612,121848,683,583470,520.0,121328.0,163.0,461459.0,121848.0,461622.0,683.0,582787.0,121705.366815775,540.3668,461081.633184225,16.54863,0.008487648,0.5617828,0.003914509,0.55316114,0.55316114,0.27853784,377.36682,0.72570544,2.9499922,2.9143558,2.9659855,3.0048404,3.2329435,3.0766597,22.80350850198276,349.0673287490538,26.13426869074396,m
eve~worse,even,worse,1096,49.6982,5498.819,1.7270858,0.5422444,0.07169639,0.5661157,0.07317399,14978,1936,583470,1096.0,13882.0,840.0,567652.0,14978.0,568492.0,1936.0,581534.0,14928.301801292,1886.3018,566605.698198708,31.604702,0.12959678,1.3434699,0.07169639,0.5422444,0.5422444,0.3069704,1046.3018,0.95465493,5.291221,5.2718043,5.299916,5.3209887,5.4432163,5.3597484,33.1058907144937,122.38463955905577,44.0,e
too~pleased,too,pleased,1297,235.82129,3166.493,1.158849,0.5404943,0.017259397,0.6583756,0.01856969,69845,1970,583470,1297.0,68548.0,673.0,512952.0,69845.0,513625.0,1970.0,581500.0,69609.178706703,1734.1787,511890.821293297,29.46582,0.03612059,0.740357,0.017259397,0.5404943,0.5404943,0.27887684,1061.1787,0.8181794,3.4765456,3.4567456,3.4854176,3.5069344,3.632141,3.546564,36.013886210738214,264.2820463065927,44.384682042344295,t
mor~annoying,more,annoying,793,222.1987,1406.8638,1.0468245,0.53744745,0.005921048,0.74530077,0.006508108,121848,1064,583470,793.0,121055.0,271.0,461351.0,121848.0,461622.0,1064.0,582406.0,121625.80130598,841.80133,460780.19869402,20.269749,0.012903541,0.55253166,0.005921048,0.53744745,0.53744745,0.27168426,570.80133,0.7197999,2.9611835,2.932749,2.973938,3.004907,3.1861672,3.0620813,28.160255680657446,349.0673287490538,32.61901286060018,m
mor~rewarding,more,rewarding,890,252.8972,1541.853,1.0238014,0.5271906,0.006608808,0.7349298,0.007304182,121848,1211,583470,890.0,120958.0,321.0,461301.0,121848.0,461622.0,1211.0,582259.0,121595.102802201,958.1028,460663.897197799,21.355734,0.014464606,0.54644597,0.006608808,0.5271906,0.5271906,0.26689973,637.1028,0.7158458,2.9202816,2.893813,2.932152,2.9609683,3.1294441,3.0141447,29.832867780352597,349.0673287490538,34.79942528261063,m
too~much,too,much,1555,297.3503,3580.426,1.0991207,0.5084649,0.02045487,0.6260064,0.022263585,69845,2484,583470,1555.0,68290.0,929.0,512696.0,69845.0,513625.0,2484.0,580986.0,69547.649699213,2186.6497,511438.350300787,31.892935,0.042997967,0.718462,0.02045487,0.5084649,0.5084649,0.26445988,1257.6497,0.8087779,3.3165977,3.2991877,3.3243968,3.343306,3.453186,3.3781133,39.433488306260706,264.2820463065927,49.839743177508446,t
mor~important,more,important,14505,4332.248,24124.61,0.9939139,0.50844896,0.105524205,0.6992046,0.119041756,121848,20745,583470,14505.0,107343.0,6240.0,455382.0,121848.0,461622.0,20745.0,562725.0,117515.751966682,16412.752,445209.248033318,84.465546,0.20344616,0.5248044,0.105524205,0.50844896,0.50844896,0.30698657,10172.752,0.70132726,3.0271444,3.0207539,3.030007,3.036946,3.0772378,3.0497158,120.43670536842163,349.0673287490538,144.03124660989366,m
too~fancy,too,fancy,531,102.58825,1201.9092,1.0811669,0.50063235,0.006967844,0.6196033,0.007602549,69845,857,583470,531.0,69314.0,326.0,513299.0,69845.0,513625.0,857.0,582613.0,69742.411752104,754.41174,512870.588247896,18.591486,0.015020791,0.7139969,0.006967844,0.50063235,0.50063235,0.2538001,428.41174,0.8068018,3.065221,3.0358567,3.0783753,3.11027,3.2957022,3.1689885,23.043437243605826,264.2820463065927,29.274562336608895,t
mor~apparent,more,apparent,1004,301.97302,1576.8789,0.9376807,0.486702,0.007282281,0.6943292,0.008239774,121848,1446,583470,1004.0,120844.0,442.0,461180.0,121848.0,461622.0,1446.0,582024.0,121546.026962826,1144.027,460477.973037174,22.155775,0.016286274,0.52176553,0.007282281,0.486702,0.486702,0.24699214,702.027,0.69923,2.6885037,2.6649776,2.6990495,2.7246358,2.8738375,2.7718017,31.68595903550972,349.0673287490538,38.02630668366309,m
as~simple,as,simple,4243,614.9015,11794.429,1.196497,0.48494095,0.083419226,0.55976254,0.08964337,47332,7580,583470,4243.0,43089.0,3337.0,532801.0,47332.0,536138.0,7580.0,575890.0,46717.098531201,6965.0986,529172.901468799,55.69838,0.15453817,0.8388675,0.083419226,0.48494095,0.48494095,0.28418007,3628.0986,0.8550786,3.6773508,3.6675224,3.6817517,3.6924179,3.754265,3.7120347,65.13831437794502,217.55918734909818,87.06319543871567,a
