key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
NEG~not,NEGMIR,not,1404,243.71528,4922.62696,4.1283283,0.82710457,0.0048125866,1.0,0.0048125866,291735,1404,1680633,1404.0,290331.0,0.0,1388898.0,291735.0,1388898.0,1404.0,1679229.0,291491.284721292,1160.284721293,1387737.715278708,30.965708,0.009579073,0.76048434,0.0048125866,0.82710457,0.82710457,0.41595858,1160.2847,0.82641363,8.7591095,8.614372,8.8261595,8.994881,10.120549,9.084729,37.469987990390386,540.1249855357554,37.469987990390386
NEG~n't,NEGMIR,n't,245,42.52866,858.19926,3.3691275,0.8265341,0.0008398032,1.0,0.0008398032,291735,245,1680633,245.0,291490.0,0.0,1388898.0,291735.0,1388898.0,245.0,1680388.0,291692.471336693,202.471336693,1388695.528663307,12.935419,0.001678197,0.76048434,0.0008398032,0.8265341,0.8265341,0.41368696,202.47134,0.82641363,6.2029004,6.0542,6.271655,6.4443307,7.587263,6.536104,15.652475842498529,540.1249855357554,15.652475842498529
NEG~never,NEGMIR,never,153,26.55872,535.89678,3.1650474,0.82648885,0.0005244486,1.0,0.0005244486,291735,153,1680633,153.0,291582.0,0.0,1388898.0,291735.0,1388898.0,153.0,1680480.0,291708.441283731,126.441283731,1388771.55871627,10.222172,0.001048347,0.76048434,0.0005244486,0.82648885,0.82648885,0.41350666,126.44128,0.8264136,5.4961176,5.3444867,5.5661316,5.741727,6.8973494,5.834919,12.36931687685298,540.1249855357554,12.36931687685298
NEG~before,NEGMIR,before,289,50.34005,999.40555,2.9636686,0.82310736,0.0009899051,0.99655175,0.0009906251,291735,290,1680633,289.0,291446.0,1.0,1388897.0,291735.0,1388898.0,290.0,1680343.0,291684.659949555,239.659949555,1388658.340050445,14.03882,0.001979283,0.7589842,0.0009899051,0.82310736,0.82310736,0.41204864,238.65994,0.825813,6.1887116,6.056778,6.249419,6.4010334,7.3703833,6.481102,17.0,540.1249855357554,17.029386365926403
NEG~ever,NEGMIR,ever,4709,875.22253,14226.70572,1.8345233,0.7626564,0.015901603,0.9339548,0.01614136,291735,5042,1680633,4709.0,287026.0,333.0,1388565.0,291735.0,1388898.0,5042.0,1675591.0,290859.777467776,4166.777467776,1384731.222532224,55.867928,0.031734265,0.7308102,0.015901603,0.7626564,0.7626564,0.389279,3833.7776,0.81413835,5.673309,5.6507993,5.6834292,5.708066,5.845773,5.720716,68.62215385719105,540.1249855357554,71.00704190430693
NEG~any,NEGMIR,any,1066,202.92248,3078.61677,1.6922593,0.73881805,0.0035798415,0.9118905,0.003654001,291735,1169,1680633,1066.0,290669.0,103.0,1388795.0,291735.0,1388898.0,1169.0,1679464.0,291532.077520791,966.077520791,1387931.922479209,26.434505,0.007278835,0.72042704,0.0035798415,0.73881805,0.73881805,0.37119892,863.0775,0.8096412,4.911645,4.872896,4.9290996,4.971677,5.212037,4.993587,32.64965543462902,540.1249855357554,34.19064199455752
NEG~longer,NEGMIR,longer,821,157.96361,2328.22326,1.6416619,0.7290062,0.0027501183,0.9021978,0.002814198,291735,910,1680633,821.0,290914.0,89.0,1388809.0,291735.0,1388898.0,910.0,1679723.0,291577.03639343,752.03639343,1388145.96360657,23.14013,0.005610894,0.7157861,0.0027501183,0.7290062,0.7290062,0.36587813,663.0364,0.8075961,4.6896043,4.647957,4.7083673,4.7541447,5.012803,4.7777057,28.653097563788805,540.1249855357554,30.166206257996713
NEG~necessarily,NEGMIR,necessarily,963,189.55633,2631.05599,1.5506588,0.70874226,0.0032080614,0.8818681,0.0033009409,291735,1092,1680633,963.0,290772.0,129.0,1388769.0,291735.0,1388898.0,1092.0,1679541.0,291545.443672116,902.443672116,1387995.556327884,24.923874,0.006577262,0.705888,0.0032080614,0.70874226,0.70874226,0.35597515,773.44366,0.8031606,4.498947,4.4629335,4.515156,4.554657,4.7766895,4.5749645,31.0322412983658,540.1249855357554,33.04542328371661
NEG~remotely,NEGMIR,remotely,1840,401.67889,4286.74488,1.2689804,0.6224305,0.005965816,0.7951599,0.006307094,291735,2314,1680633,1840.0,289895.0,474.0,1388424.0,291735.0,1388898.0,2314.0,1678319.0,291333.321114723,1912.321114723,1386985.678885277,33.531033,0.012514921,0.6609388,0.005965816,0.6224305,0.6224305,0.31419817,1438.3212,0.78169626,3.8393872,3.8182445,3.8488798,3.8719544,4.0000587,3.8837836,42.89522117905443,540.1249855357554,48.104053883222775
NEG~that,NEGMIR,that,4308,948.64957,9933.3703,1.2545854,0.6167081,0.013933792,0.7882891,0.014766826,291735,5465,1680633,4308.0,287427.0,1157.0,1387741.0,291735.0,1388898.0,5465.0,1675168.0,290786.350428678,4516.350428678,1384381.649571322,51.182026,0.02899058,0.6571699,0.013933792,0.6167081,0.6167081,0.31532094,3359.3503,0.7797935,3.9092743,3.8954387,3.915482,3.9305618,4.0140047,3.9382865,65.63535632568775,540.1249855357554,73.92563831310488
NEG~exactly,NEGMIR,exactly,813,178.96756,1868.33907,1.2497312,0.6153459,0.0026298168,0.7885548,0.0027867756,291735,1031,1680633,813.0,290922.0,218.0,1388680.0,291735.0,1388898.0,1031.0,1679602.0,291556.032441348,852.032441348,1388045.967558652,22.236488,0.005553924,0.6573162,0.0026298168,0.6153459,0.6153459,0.30898786,634.0324,0.7798677,3.6084902,3.5777931,3.6222808,3.6558251,3.8426778,3.6730344,28.513154858766505,540.1249855357554,32.109188716004645
NEG~particularly,NEGMIR,particularly,9243,2247.24929,18490.39701,1.0877283,0.5445742,0.02901672,0.7139657,0.031682864,291735,12946,1680633,9243.0,282492.0,3703.0,1385195.0,291735.0,1388898.0,12946.0,1667687.0,289487.75071357,10698.75071357,1378199.24928643,72.76589,0.060673293,0.61416173,0.02901672,0.5445742,0.5445742,0.28679547,6995.7505,0.75687015,3.4297493,3.4214764,3.4334588,3.4424627,3.4921117,3.4470713,96.1405221537724,540.1249855357554,113.78049041905207
NEG~inherently,NEGMIR,inherently,2864,885.29054,3906.56083,0.788746,0.3891632,0.008207219,0.5615686,0.009817129,291735,5100,1680633,2864.0,288871.0,2236.0,1386662.0,291735.0,1388898.0,5100.0,1675533.0,290849.709457686,4214.709457686,1384683.290542314,36.973923,0.019296916,0.5098872,0.008207219,0.3891632,0.3891632,0.1986852,1978.7095,0.6908902,2.4025118,2.390397,2.4079418,2.4211159,2.4936187,2.427856,53.51635264103861,540.1249855357554,71.4142842854285
NEG~overtly,NEGMIR,overtly,391,128.80109,477.00005,0.7249603,0.35352388,0.0010875391,0.5269542,0.0013402574,291735,742,1680633,391.0,291344.0,351.0,1388547.0,291735.0,1388898.0,742.0,1679891.0,291606.198905412,613.198905412,1388284.801094588,13.259969,0.002673715,0.48225722,0.0010875391,0.35352388,0.35352388,0.17730571,262.1989,0.67058545,1.8673003,1.8355203,1.8815353,1.9160515,2.105565,1.9337,19.77371993328519,540.1249855357554,27.23967694375247
NEG~again,NEGMIR,again,182,61.62317,211.51523,0.6998615,0.3391613,0.0004992947,0.51267606,0.0006238538,291735,355,1680633,182.0,291553.0,173.0,1388725.0,291735.0,1388898.0,355.0,1680278.0,291673.3768348,293.3768348,1388604.6231652,8.922925,0.001246191,0.47032738,0.0004992947,0.3391613,0.3391613,0.1698303,120.37683,0.66141117,1.5395799,1.4931319,1.5603662,1.6107216,1.8861928,1.6364443,13.490737563232042,540.1249855357554,18.841443681416774
