key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
NEG~not,NEGMIR,not,1404,243.71528,4922.62696,4.1283283,0.82710457,0.0048125866,1.0,0.0048125866,291735,1404,1680633,1404.0,290331.0,0.0,1388898.0,291735.0,1388898.0,1404.0,1679229.0,291491.284721292,1160.284721293,1387737.715278708,30.965708,0.009579073,0.76048434,0.0048125866,0.82710457,0.82710457,0.41595858,1160.2847,0.82641363,8.7591095,8.614372,8.8261595,8.994881,10.120549,9.164862,37.469987990390386,540.1249855357554,37.469987990390386
NEG~ever,NEGMIR,ever,4709,875.22253,14226.70572,1.8345233,0.7626564,0.015901603,0.9339548,0.01614136,291735,5042,1680633,4709.0,287026.0,333.0,1388565.0,291735.0,1388898.0,5042.0,1675591.0,290859.777467776,4166.777467776,1384731.222532224,55.867928,0.031734265,0.7308102,0.015901603,0.7626564,0.7626564,0.389279,3833.7776,0.81413835,5.673309,5.6507993,5.6834292,5.708066,5.845773,5.7317314,68.62215385719105,540.1249855357554,71.00704190430693
NEG~any,NEGMIR,any,1066,202.92248,3078.61677,1.6922593,0.73881805,0.0035798415,0.9118905,0.003654001,291735,1169,1680633,1066.0,290669.0,103.0,1388795.0,291735.0,1388898.0,1169.0,1679464.0,291532.077520791,966.077520791,1387931.922479209,26.434505,0.007278835,0.72042704,0.0035798415,0.73881805,0.73881805,0.37119892,863.0775,0.8096412,4.911645,4.872896,4.9290996,4.971677,5.212037,5.012694,32.64965543462902,540.1249855357554,34.19064199455752
NEG~longer,NEGMIR,longer,821,157.96361,2328.22326,1.6416619,0.7290062,0.0027501183,0.9021978,0.002814198,291735,910,1680633,821.0,290914.0,89.0,1388809.0,291735.0,1388898.0,910.0,1679723.0,291577.03639343,752.03639343,1388145.96360657,23.14013,0.005610894,0.7157861,0.0027501183,0.7290062,0.7290062,0.36587813,663.0364,0.8075961,4.6896043,4.647957,4.7083673,4.7541447,5.012803,4.798255,28.653097563788805,540.1249855357554,30.166206257996713
NEG~necessarily,NEGMIR,necessarily,963,189.55633,2631.05599,1.5506588,0.70874226,0.0032080614,0.8818681,0.0033009409,291735,1092,1680633,963.0,290772.0,129.0,1388769.0,291735.0,1388898.0,1092.0,1679541.0,291545.443672116,902.443672116,1387995.556327884,24.923874,0.006577262,0.705888,0.0032080614,0.70874226,0.70874226,0.35597515,773.44366,0.8031606,4.498947,4.4629335,4.515156,4.554657,4.7766895,4.5926623,31.0322412983658,540.1249855357554,33.04542328371661
NEG~remotely,NEGMIR,remotely,1840,401.67889,4286.74488,1.2689804,0.6224305,0.005965816,0.7951599,0.006307094,291735,2314,1680633,1840.0,289895.0,474.0,1388424.0,291735.0,1388898.0,2314.0,1678319.0,291333.321114723,1912.321114723,1386985.678885277,33.531033,0.012514921,0.6609388,0.005965816,0.6224305,0.6224305,0.31419817,1438.3212,0.78169626,3.8393872,3.8182445,3.8488798,3.8719544,4.0000587,3.8940742,42.89522117905443,540.1249855357554,48.104053883222775
NEG~that,NEGMIR,that,4308,948.64957,9933.3703,1.2545854,0.6167081,0.013933792,0.7882891,0.014766826,291735,5465,1680633,4308.0,287427.0,1157.0,1387741.0,291735.0,1388898.0,5465.0,1675168.0,290786.350428678,4516.350428678,1384381.649571322,51.182026,0.02899058,0.6571699,0.013933792,0.6167081,0.6167081,0.31532094,3359.3503,0.7797935,3.9092743,3.8954387,3.915482,3.9305618,4.0140047,3.9450035,65.63535632568775,540.1249855357554,73.92563831310488
NEG~exactly,NEGMIR,exactly,813,178.96756,1868.33907,1.2497312,0.6153459,0.0026298168,0.7885548,0.0027867756,291735,1031,1680633,813.0,290922.0,218.0,1388680.0,291735.0,1388898.0,1031.0,1679602.0,291556.032441348,852.032441348,1388045.967558652,22.236488,0.005553924,0.6573162,0.0026298168,0.6153459,0.6153459,0.30898786,634.0324,0.7798677,3.6084902,3.5777931,3.6222808,3.6558251,3.8426778,3.6880124,28.513154858766505,540.1249855357554,32.109188716004645
NEG~particularly,NEGMIR,particularly,9243,2247.24929,18490.39701,1.0877283,0.5445742,0.02901672,0.7139657,0.031682864,291735,12946,1680633,9243.0,282492.0,3703.0,1385195.0,291735.0,1388898.0,12946.0,1667687.0,289487.75071357,10698.75071357,1378199.24928643,72.76589,0.060673293,0.61416173,0.02901672,0.5445742,0.5445742,0.28679547,6995.7505,0.75687015,3.4297493,3.4214764,3.4334588,3.4424627,3.4921117,3.4510765,96.1405221537724,540.1249855357554,113.78049041905207
NEG~inherently,NEGMIR,inherently,2864,885.29054,3906.56083,0.788746,0.3891632,0.008207219,0.5615686,0.009817129,291735,5100,1680633,2864.0,288871.0,2236.0,1386662.0,291735.0,1388898.0,5100.0,1675533.0,290849.709457686,4214.709457686,1384683.290542314,36.973923,0.019296916,0.5098872,0.008207219,0.3891632,0.3891632,0.1986852,1978.7095,0.6908902,2.4025118,2.390397,2.4079418,2.4211159,2.4936187,2.433712,53.51635264103861,540.1249855357554,71.4142842854285
NEG~overtly,NEGMIR,overtly,391,128.80109,477.00005,0.7249603,0.35352388,0.0010875391,0.5269542,0.0013402574,291735,742,1680633,391.0,291344.0,351.0,1388547.0,291735.0,1388898.0,742.0,1679891.0,291606.198905412,613.198905412,1388284.801094588,13.259969,0.002673715,0.48225722,0.0010875391,0.35352388,0.35352388,0.17730571,262.1989,0.67058545,1.8673003,1.8355203,1.8815353,1.9160515,2.105565,1.9490277,19.77371993328519,540.1249855357554,27.23967694375247
NEG~intrinsically,NEGMIR,intrinsically,433,154.83905,455.96555,0.65288633,0.31200522,0.0011537459,0.485426,0.0014842238,291735,892,1680633,433.0,291302.0,459.0,1388439.0,291735.0,1388898.0,892.0,1679741.0,291580.160948286,737.160948286,1388160.839051714,13.367562,0.002959399,0.44660738,0.0011537459,0.31200522,0.31200522,0.15657948,278.16095,0.642404,1.6735814,1.6443696,1.686662,1.7183692,1.8921854,1.7486478,20.808652046684813,540.1249855357554,29.866369046136157
NEG~especially,NEGMIR,especially,1569,677.85482,1127.11066,0.5064877,0.22873767,0.0036962596,0.4017926,0.0053781685,291735,3905,1680633,1569.0,290166.0,2336.0,1386562.0,291735.0,1388898.0,3905.0,1676728.0,291057.145182797,3227.145182797,1385670.854817203,22.49764,0.010614261,0.36448625,0.0036962596,0.22873767,0.22873767,0.116216965,891.1452,0.56797016,1.4369081,1.4226463,1.4432955,1.4587803,1.5436931,1.4735698,39.61060464067672,540.1249855357554,62.489999199871974
NEG~yet,NEGMIR,yet,320,140.60497,220.71865,0.49319363,0.22158214,0.0007440882,0.39506173,0.0010968859,291735,810,1680633,320.0,291415.0,490.0,1388408.0,291735.0,1388898.0,810.0,1679823.0,291594.395031515,669.395031515,1388228.604968485,10.028487,0.002187698,0.3571493,0.0007440882,0.22158214,0.22158214,0.11116312,179.39503,0.56060946,1.1008989,1.0688025,1.1152567,1.1500219,1.3396707,1.1831715,17.88854381999832,540.1249855357554,28.460498941515414
NEG~fully,NEGMIR,fully,1664,791.20672,951.647,0.43896982,0.19200675,0.0036201403,0.3650724,0.0057038064,291735,4558,1680633,1664.0,290071.0,2894.0,1386004.0,291735.0,1388898.0,4558.0,1676075.0,290943.793276105,3766.793276105,1385131.206723895,21.396105,0.011232125,0.32286334,0.0036201403,0.19200675,0.19200675,0.09781345,872.7933,0.5245152,1.2261984,1.2127148,1.2322365,1.2468728,1.327085,1.2608494,40.792156108742276,540.1249855357554,67.512961718473
POS~pretty,POSMIR,pretty,24525,20372.74854,8277.41961,1.6139746,0.1709421,0.017222557,0.9948483,0.017657883,1388898,24652,1680633,24525.0,1364373.0,127.0,291608.0,1388898.0,291735.0,24652.0,1655981.0,1368525.25146061,4279.25146061,287455.74853939,26.514236,0.03469987,0.08055939,0.017222557,0.1709421,0.1709421,0.094082326,4152.2515,0.16930689,4.7321463,4.699082,4.7470503,4.78343,4.9893847,4.818509,156.60459763365824,1178.5151674883102,157.00955384943936
