key,l1,l2,f,E11,am_expect_diff,adv,adv_total,adj,adj_total,am_p1_given2,am_log_likelihood,am_odds_ratio_disc,log_ratio,conservative_log_ratio,am_expect_diff_%
NEG-particularly_surprising,NEGATIVE,particularly_surprising,168,26.492,141.508,particularly,14612.0,surprising,3040.0,0.778,553.301,1.834,6.138,4.269,84.23095
NEG-ever_wrong,NEGATIVE,ever_wrong,102,15.429,86.571,ever,5050.0,wrong,23764.0,0.817,360.366,2.126,7.225,4.257,84.87353
NEG-particularly_remarkable,NEGATIVE,particularly_remarkable,108,16.448,91.552,particularly,14612.0,remarkable,3463.0,0.81,376.92,2.064,6.986,4.236,84.77037
NEG-too_spectacular,NEGATIVE,too_spectacular,112,17.176,94.824,too,186765.0,spectacular,1569.0,0.804,386.172,2.007,6.776,4.194,84.66428
NEG-entirely_certain,NEGATIVE,entirely_certain,62,9.025,52.975,entirely,11491.0,certain,2116.0,0.854,238.98,2.866,18.473,4.165,85.44354
NEG-too_thrilled,NEGATIVE,too_thrilled,132,20.961,111.039,too,186765.0,thrilled,647.0,0.771,429.988,1.794,6.013,4.002,84.12046
NEG-ever_black,NEGATIVE,ever_black,56,8.151,47.849,ever,5050.0,black,1704.0,0.854,215.852,2.822,18.327,3.995,85.44464
NEG-ever_able,NEGATIVE,ever_able,136,21.689,114.311,ever,5050.0,able,8146.0,0.767,440.087,1.774,5.94,3.989,84.05221
NEG-really_certain,NEGATIVE,really_certain,62,9.17,52.83,really,63523.0,certain,2116.0,0.839,229.024,2.389,8.506,3.907,85.20968
NEG-ever_free,NEGATIVE,ever_free,69,10.335,58.665,ever,5050.0,free,5557.0,0.826,248.371,2.213,7.661,3.897,85.02174
NEG-too_shabby,NEGATIVE,too_shabby,88,13.683,74.317,too,186765.0,shabby,128.0,0.791,296.464,1.903,6.428,3.8,84.45114
NEG-ever_boring,NEGATIVE,ever_boring,57,8.443,48.557,ever,5050.0,boring,2284.0,0.837,209.917,2.352,8.385,3.765,85.18771
NEG-ever_happy,NEGATIVE,ever_happy,48,6.987,41.013,ever,5050.0,happy,15693.0,0.854,185.015,2.755,18.104,3.733,85.443756
NEG-especially_new,NEGATIVE,especially_new,62,9.316,52.684,especially,4308.0,new,14653.0,0.823,221.809,2.167,7.507,3.717,84.97419
NEG-terribly_surprising,NEGATIVE,terribly_surprising,67,10.189,56.811,terribly,5119.0,surprising,3040.0,0.812,234.428,2.054,7.034,3.693,84.792534
NEG-too_drastic,NEGATIVE,too_drastic,106,17.176,88.824,too,186765.0,drastic,727.0,0.753,334.772,1.699,5.696,3.644,83.79623
NEG-terribly_new,NEGATIVE,terribly_new,69,10.771,58.229,terribly,5119.0,new,14653.0,0.787,230.935,1.87,6.34,3.494,84.389854
NEG-truly_safe,NEGATIVE,truly_safe,84,13.537,70.463,truly,14216.0,safe,3120.0,0.758,267.479,1.718,5.776,3.463,83.88452
NEG-more_off-putting,NEGATIVE,more_off-putting,57,8.734,48.266,more,312474.0,off-putting,179.0,0.804,196.828,1.984,6.801,3.416,84.67719
NEG-ever_sick,NEGATIVE,ever_sick,39,5.677,33.323,ever,5050.0,sick,2201.0,0.854,150.323,2.666,17.805,3.368,85.44359
NEG-there_much,NEGATIVE,there_much,39,5.677,33.323,there,319.0,much,8014.0,0.854,150.323,2.666,17.805,3.368,85.44359
NEG-ever_available,NEGATIVE,ever_available,50,7.569,42.431,ever,5050.0,available,14654.0,0.816,176.398,2.074,7.197,3.345,84.862
NEG-ever_alone,NEGATIVE,ever_alone,38,5.531,32.469,ever,5050.0,alone,824.0,0.854,146.469,2.655,17.767,3.321,85.44474
NEG-ever_satisfied,NEGATIVE,ever_satisfied,44,6.55,37.45,ever,5050.0,satisfied,3352.0,0.832,160.32,2.241,8.011,3.314,85.11364
NEG-ever_worth,NEGATIVE,ever_worth,53,8.151,44.849,ever,5050.0,worth,6168.0,0.801,181.835,1.953,6.696,3.288,84.62075
NEG-ever_dull,NEGATIVE,ever_dull,37,5.386,31.614,ever,5050.0,dull,739.0,0.854,142.614,2.644,17.729,3.273,85.443245
NEG-overly_special,NEGATIVE,overly_special,48,7.278,40.722,overly,5606.0,special,16913.0,0.814,168.849,2.057,7.138,3.272,84.8375
NEG-exactly_clear,NEGATIVE,exactly_clear,52,8.006,43.994,exactly,1079.0,clear,8610.0,0.8,178.091,1.945,6.668,3.255,84.60384
NEG-again_able,NEGATIVE,again_able,65,10.48,54.52,again,357.0,able,8146.0,0.757,206.819,1.71,5.768,3.191,83.87692
NEG-totally_sure,NEGATIVE,totally_sure,57,9.025,47.975,totally,11799.0,sure,11285.0,0.774,186.517,1.788,6.064,3.162,84.166664
NEG-particularly_spectacular,NEGATIVE,particularly_spectacular,45,6.841,38.159,particularly,14612.0,spectacular,1569.0,0.812,157.538,2.029,7.045,3.157,84.797775
NEG-ever_right,NEGATIVE,ever_right,49,7.569,41.431,ever,5050.0,right,15345.0,0.797,166.874,1.919,6.583,3.149,84.55306
NEG-more_demoralizing,NEGATIVE,more_demoralizing,59,9.461,49.539,more,312474.0,demoralizing,99.0,0.762,189.283,1.73,5.851,3.117,83.96441
NEG-particularly_revolutionary,NEGATIVE,particularly_revolutionary,39,5.822,33.178,particularly,14612.0,revolutionary,540.0,0.829,141.285,2.189,7.837,3.096,85.07179
NEG-truly_complete,NEGATIVE,truly_complete,39,5.822,33.178,truly,14216.0,complete,1376.0,0.829,141.285,2.189,7.837,3.096,85.07179
NEG-particularly_novel,NEGATIVE,particularly_novel,54,8.588,45.412,particularly,14612.0,novel,375.0,0.77,175.47,1.765,5.986,3.066,84.0963
NEG-fully_happy,NEGATIVE,fully_happy,38,5.677,32.323,fully,4795.0,happy,15693.0,0.829,137.482,2.178,7.8,3.049,85.06053
NEG-particularly_outstanding,NEGATIVE,particularly_outstanding,42,6.405,35.595,particularly,14612.0,outstanding,458.0,0.809,146.244,1.999,6.945,3.031,84.75
NEG-ever_straightforward,NEGATIVE,ever_straightforward,32,4.658,27.342,ever,5050.0,straightforward,1634.0,0.854,123.341,2.582,17.519,3.006,85.44375
NEG-ever_final,NEGATIVE,ever_final,32,4.658,27.342,ever,5050.0,final,224.0,0.854,123.341,2.582,17.519,3.006,85.44375
NEG-fully_clear,NEGATIVE,fully_clear,48,7.569,40.431,fully,4795.0,clear,8610.0,0.778,158.069,1.801,6.138,2.974,84.231255
NEG-remotely_comparable,NEGATIVE,remotely_comparable,44,6.841,37.159,remotely,2609.0,comparable,343.0,0.791,148.226,1.873,6.427,2.954,84.45227
NEG-really_complete,NEGATIVE,really_complete,39,5.968,33.032,really,63523.0,complete,1376.0,0.806,134.97,1.967,6.838,2.895,84.69743
NEG-ever_sure,NEGATIVE,ever_sure,30,4.367,25.633,ever,5050.0,sure,11285.0,0.854,115.632,2.554,17.426,2.884,85.44333
NEG-too_original,NEGATIVE,too_original,45,7.132,37.868,too,186765.0,original,1835.0,0.773,147.001,1.774,6.045,2.856,84.151115
NEG-terribly_original,NEGATIVE,terribly_original,45,7.132,37.868,terribly,5119.0,original,1835.0,0.773,147.001,1.774,6.045,2.856,84.151115
NEG-especially_surprising,NEGATIVE,especially_surprising,34,5.095,28.905,especially,4308.0,surprising,3040.0,0.826,122.283,2.13,7.639,2.841,85.01471
NEG-more_unattractive,NEGATIVE,more_unattractive,33,4.949,28.051,more,312474.0,unattractive,219.0,0.825,118.488,2.118,7.596,2.784,85.00303
NEG-truly_private,NEGATIVE,truly_private,43,6.841,36.159,truly,14216.0,private,912.0,0.769,139.64,1.754,5.979,2.772,84.0907
NEG-ever_successful,NEGATIVE,ever_successful,28,4.076,23.924,ever,5050.0,successful,5646.0,0.854,107.923,2.525,17.327,2.751,85.442856
NEG-truly_sure,NEGATIVE,truly_sure,28,4.076,23.924,truly,14216.0,sure,11285.0,0.854,107.923,2.525,17.327,2.751,85.442856
NEG-that_straightforward,NEGATIVE,that_straightforward,45,7.278,37.722,that,7441.0,straightforward,1634.0,0.754,142.515,1.686,5.723,2.734,83.82667
NEG-ever_necessary,NEGATIVE,ever_necessary,31,4.658,26.342,ever,5050.0,necessary,4000.0,0.823,110.902,2.091,7.506,2.664,84.97419
NEG-too_remarkable,NEGATIVE,too_remarkable,43,6.987,36.013,too,186765.0,remarkable,3463.0,0.75,135.237,1.667,5.657,2.649,83.75117
NEG-particularly_fast,NEGATIVE,particularly_fast,26,3.785,22.215,particularly,14612.0,fast,1459.0,0.854,100.214,2.493,17.22,2.606,85.442314
NEG-more_untrue,NEGATIVE,more_untrue,26,3.785,22.215,more,312474.0,untrue,420.0,0.854,100.214,2.493,17.22,2.606,85.442314
NEG-ever_safe,NEGATIVE,ever_safe,25,3.639,21.361,ever,5050.0,safe,3120.0,0.854,96.36,2.476,17.163,2.527,85.444
NEG-ever_impossible,NEGATIVE,ever_impossible,25,3.639,21.361,ever,5050.0,impossible,4371.0,0.854,96.36,2.476,17.163,2.527,85.444
NEG-legally_wrong,NEGATIVE,legally_wrong,35,5.531,29.469,legally,859.0,wrong,23764.0,0.776,114.858,1.775,6.097,2.523,84.19714
NEG-slightly_close,NEGATIVE,slightly_close,32,4.949,27.051,slightly,7779.0,close,15923.0,0.796,108.758,1.883,6.553,2.517,84.53438
NEG-particularly_convincing,NEGATIVE,particularly_convincing,34,5.386,28.614,particularly,14612.0,convincing,954.0,0.773,111.171,1.762,6.055,2.467,84.15883
NEG-fully_sure,NEGATIVE,fully_sure,28,4.221,23.779,fully,4795.0,sure,11285.0,0.82,99.538,2.047,7.359,2.464,84.924995
NEG-that_keen,NEGATIVE,that_keen,31,4.803,26.196,that,7441.0,keen,1611.0,0.794,105.026,1.869,6.507,2.455,84.50322
NEG-particularly_likable,NEGATIVE,particularly_likable,31,4.803,26.196,particularly,14612.0,likable,355.0,0.794,105.026,1.869,6.507,2.455,84.50322
NEG-terribly_special,NEGATIVE,terribly_special,24,3.493,20.507,terribly,5119.0,special,16913.0,0.854,92.506,2.459,17.104,2.445,85.44583
NEG-ever_fun,NEGATIVE,ever_fun,24,3.493,20.507,ever,5050.0,fun,6689.0,0.854,92.506,2.459,17.104,2.445,85.44583
NEG-really_private,NEGATIVE,really_private,33,5.24,27.76,really,63523.0,private,912.0,0.771,107.488,1.75,6.012,2.408,84.121216
NEG-ever_more,NEGATIVE,ever_more,27,4.076,22.924,ever,5050.0,more,9275.0,0.819,95.755,2.032,7.307,2.391,84.9037
NEG-so_clear-cut,NEGATIVE,so_clear-cut,29,4.512,24.488,so,143323.0,clear-cut,129.0,0.79,97.576,1.841,6.411,2.322,84.44138
NEG-inherently_illegal,NEGATIVE,inherently_illegal,26,3.93,22.07,inherently,5467.0,illegal,1205.0,0.817,91.975,2.016,7.252,2.314,84.88461
NEG-particularly_extraordinary,NEGATIVE,particularly_extraordinary,31,4.949,26.051,particularly,14612.0,extraordinary,1270.0,0.766,100.137,1.723,5.922,2.284,84.035484
NEG-yet_clear,NEGATIVE,yet_clear,22,3.202,18.798,yet,855.0,clear,8610.0,0.854,84.797,2.422,16.979,2.265,85.44546
NEG-ever_permanent,NEGATIVE,ever_permanent,22,3.202,18.798,ever,5050.0,permanent,1173.0,0.854,84.797,2.422,16.979,2.265,85.44546
NEG-ever_dead,NEGATIVE,ever_dead,25,3.785,21.215,ever,5050.0,dead,2580.0,0.816,88.197,1.999,7.196,2.233,84.86
NEG-more_mistaken,NEGATIVE,more_mistaken,27,4.221,22.779,more,312474.0,mistaken,337.0,0.785,90.143,1.81,6.308,2.176,84.36666
NEG-more_synonymous,NEGATIVE,more_synonymous,21,3.057,17.943,more,312474.0,synonymous,141.0,0.854,80.942,2.402,16.912,2.167,85.442856
NEG-yet_certain,NEGATIVE,yet_certain,21,3.057,17.943,yet,855.0,certain,2116.0,0.854,80.942,2.402,16.912,2.167,85.442856
NEG-ever_clear,NEGATIVE,ever_clear,21,3.057,17.943,ever,5050.0,clear,8610.0,0.854,80.942,2.402,16.912,2.167,85.442856
NEG-fully_certain,NEGATIVE,fully_certain,21,3.057,17.943,fully,4795.0,certain,2116.0,0.854,80.942,2.402,16.912,2.167,85.442856
NEG-exactly_new,NEGATIVE,exactly_new,29,4.658,24.342,exactly,1079.0,new,14653.0,0.761,92.809,1.694,5.826,2.149,83.93793
NEG-that_fond,NEGATIVE,that_fond,24,3.639,20.361,that,7441.0,fond,1242.0,0.814,84.423,1.982,7.137,2.148,84.8375
NEG-any_younger,NEGATIVE,any_younger,20,2.911,17.089,any,1495.0,younger,1042.0,0.854,77.088,2.381,16.841,2.062,85.44501
NEG-overtly_wrong,NEGATIVE,overtly_wrong,20,2.911,17.089,overtly,833.0,wrong,23764.0,0.854,77.088,2.381,16.841,2.062,85.44501
NEG-particularly_likeable,NEGATIVE,particularly_likeable,25,3.93,21.07,particularly,14612.0,likeable,292.0,0.78,82.73,1.777,6.197,2.016,84.28
NEG-as_disappointing,NEGATIVE,as_disappointing,27,4.367,22.633,as,125578.0,disappointing,1120.0,0.754,85.508,1.664,5.723,2.001,83.82592
NEG-ever_worried,NEGATIVE,ever_worried,22,3.348,18.652,ever,5050.0,worried,2680.0,0.811,76.884,1.945,7.011,1.963,84.78182
NEG-ever_complete,NEGATIVE,ever_complete,19,2.766,16.234,ever,5050.0,complete,1376.0,0.854,73.233,2.36,16.767,1.95,85.4421
NEG-yet_sure,NEGATIVE,yet_sure,19,2.766,16.234,yet,855.0,sure,11285.0,0.854,73.233,2.36,16.767,1.95,85.4421
NEG-more_antithetical,NEGATIVE,more_antithetical,21,3.202,17.798,more,312474.0,antithetical,90.0,0.809,73.121,1.925,6.944,1.861,84.75238
NEG-ever_late,NEGATIVE,ever_late,21,3.202,17.798,ever,5050.0,late,13991.0,0.809,73.121,1.925,6.944,1.861,84.75238
NEG-too_groundbreaking,NEGATIVE,too_groundbreaking,21,3.202,17.798,too,186765.0,groundbreaking,134.0,0.809,73.121,1.925,6.944,1.861,84.75238
NEG-especially_unusual,NEGATIVE,especially_unusual,23,3.639,19.361,especially,4308.0,unusual,2673.0,0.774,75.342,1.742,6.076,1.837,84.17826
NEG-terribly_fancy,NEGATIVE,terribly_fancy,18,2.62,15.38,terribly,5119.0,fancy,1184.0,0.854,69.379,2.337,16.689,1.829,85.44444
NEG-really_permanent,NEGATIVE,really_permanent,20,3.057,16.943,really,63523.0,permanent,1173.0,0.807,69.362,1.904,6.874,1.753,84.715004
NEG-ever_open,NEGATIVE,ever_open,20,3.057,16.943,ever,5050.0,open,4196.0,0.807,69.362,1.904,6.874,1.753,84.715004
NEG-exactly_easy,NEGATIVE,exactly_easy,20,3.057,16.943,exactly,1079.0,easy,21735.0,0.807,69.362,1.904,6.874,1.753,84.715004
NEG-ever_acceptable,NEGATIVE,ever_acceptable,22,3.493,18.507,ever,5050.0,acceptable,1504.0,0.771,71.658,1.723,6.012,1.739,84.12273
NEG-ever_static,NEGATIVE,ever_static,17,2.475,14.525,ever,5050.0,static,207.0,0.854,65.524,2.313,16.607,1.699,85.44117
NEG-anywhere_close,NEGATIVE,anywhere_close,17,2.475,14.525,anywhere,39.0,close,15923.0,0.854,65.524,2.313,16.607,1.699,85.44117
NEG-ever_ok,NEGATIVE,ever_ok,19,2.911,16.089,ever,5050.0,ok,851.0,0.804,65.607,1.883,6.8,1.636,84.678955
NEG-particularly_cheap,NEGATIVE,particularly_cheap,19,2.911,16.089,particularly,14612.0,cheap,2311.0,0.804,65.607,1.883,6.8,1.636,84.678955
NEG-remotely_believable,NEGATIVE,remotely_believable,21,3.348,17.652,remotely,2609.0,believable,730.0,0.767,67.981,1.703,5.945,1.635,84.057144
NEG-fully_satisfactory,NEGATIVE,fully_satisfactory,21,3.348,17.652,fully,4795.0,satisfactory,402.0,0.767,67.981,1.703,5.945,1.635,84.057144
NEG-really_over,NEGATIVE,really_over,16,2.329,13.671,really,63523.0,over,44.0,0.854,61.67,2.287,16.519,1.556,85.44375
NEG-particularly_positive,NEGATIVE,particularly_positive,20,3.202,16.798,particularly,14612.0,positive,4353.0,0.764,64.313,1.682,5.875,1.524,83.990005
NEG-inherently_improper,NEGATIVE,inherently_improper,18,2.766,15.234,inherently,5467.0,improper,176.0,0.802,61.858,1.86,6.722,1.511,84.63333
NEG-particularly_groundbreaking,NEGATIVE,particularly_groundbreaking,18,2.766,15.234,particularly,14612.0,groundbreaking,134.0,0.802,61.858,1.86,6.722,1.511,84.63333
NEG-as_gratifying,NEGATIVE,as_gratifying,19,3.057,15.943,as,125578.0,gratifying,656.0,0.759,60.654,1.661,5.801,1.405,83.91052
NEG-entirely_secure,NEGATIVE,entirely_secure,19,3.057,15.943,entirely,11491.0,secure,1435.0,0.759,60.654,1.661,5.801,1.405,83.91052
NEG-particularly_reassuring,NEGATIVE,particularly_reassuring,15,2.183,12.817,particularly,14612.0,reassuring,385.0,0.854,57.816,2.26,16.426,1.401,85.44667
NEG-terribly_clear,NEGATIVE,terribly_clear,15,2.183,12.817,terribly,5119.0,clear,8610.0,0.854,57.816,2.26,16.426,1.401,85.44667
NEG-really_other,NEGATIVE,really_other,15,2.183,12.817,really,63523.0,other,426.0,0.854,57.816,2.26,16.426,1.401,85.44667
NEG-ever_personal,NEGATIVE,ever_personal,15,2.183,12.817,ever,5050.0,personal,4709.0,0.854,57.816,2.26,16.426,1.401,85.44667
NEG-more_counterproductive,NEGATIVE,more_counterproductive,17,2.62,14.38,more,312474.0,counterproductive,217.0,0.799,58.115,1.836,6.639,1.375,84.588234
NEG-remotely_surprising,NEGATIVE,remotely_surprising,17,2.62,14.38,remotely,2609.0,surprising,3040.0,0.799,58.115,1.836,6.639,1.375,84.588234
NEG-terribly_remarkable,NEGATIVE,terribly_remarkable,14,2.038,11.962,terribly,5119.0,remarkable,3463.0,0.854,53.961,2.231,16.327,1.229,85.442856
NEG-ever_predictable,NEGATIVE,ever_predictable,14,2.038,11.962,ever,5050.0,predictable,1462.0,0.854,53.961,2.231,16.327,1.229,85.442856
NEG-as_satisfactory,NEGATIVE,as_satisfactory,14,2.038,11.962,as,125578.0,satisfactory,402.0,0.854,53.961,2.231,16.327,1.229,85.442856
NEG-truly_certain,NEGATIVE,truly_certain,16,2.475,13.525,truly,14216.0,certain,2116.0,0.796,54.378,1.81,6.552,1.227,84.53125
NEG-actually_sure,NEGATIVE,actually_sure,16,2.475,13.525,actually,5069.0,sure,11285.0,0.796,54.378,1.81,6.552,1.227,84.53125
NEG-more_incorrect,NEGATIVE,more_incorrect,16,2.475,13.525,more,312474.0,incorrect,925.0,0.796,54.378,1.81,6.552,1.227,84.53125
NEG-ever_bad,NEGATIVE,ever_bad,16,2.475,13.525,ever,5050.0,bad,12732.0,0.796,54.378,1.81,6.552,1.227,84.53125
NEG-any_wiser,NEGATIVE,any_wiser,15,2.329,12.671,any,1495.0,wiser,119.0,0.792,50.649,1.783,6.459,1.065,84.47333
NEG-really_ours,NEGATIVE,really_ours,15,2.329,12.671,really,63523.0,ours,116.0,0.792,50.649,1.783,6.459,1.065,84.47333
NEG-ever_funny,NEGATIVE,ever_funny,15,2.329,12.671,ever,5050.0,funny,5899.0,0.792,50.649,1.783,6.459,1.065,84.47333
NEG-ever_afraid,NEGATIVE,ever_afraid,13,1.892,11.108,ever,5050.0,afraid,3059.0,0.854,50.107,2.2,16.22,1.038,85.44615
NEG-wholly_free,NEGATIVE,wholly_free,13,1.892,11.108,wholly,1589.0,free,5557.0,0.854,50.107,2.2,16.22,1.038,85.44615
NEG-remotely_romantic,NEGATIVE,remotely_romantic,13,1.892,11.108,remotely,2609.0,romantic,1446.0,0.854,50.107,2.2,16.22,1.038,85.44615
NEG-ever_hungry,NEGATIVE,ever_hungry,13,1.892,11.108,ever,5050.0,hungry,1147.0,0.854,50.107,2.2,16.22,1.038,85.44615
NEG-too_notable,NEGATIVE,too_notable,14,2.183,11.817,too,186765.0,notable,537.0,0.788,46.928,1.754,6.359,0.886,84.40714
NEG-more_offended,NEGATIVE,more_offended,14,2.183,11.817,more,312474.0,offended,63.0,0.788,46.928,1.754,6.359,0.886,84.40714
NEG-particularly_flattering,NEGATIVE,particularly_flattering,14,2.183,11.817,particularly,14612.0,flattering,421.0,0.788,46.928,1.754,6.359,0.886,84.40714
NEG-ever_willing,NEGATIVE,ever_willing,14,2.183,11.817,ever,5050.0,willing,5164.0,0.788,46.928,1.754,6.359,0.886,84.40714
NEG-really_visible,NEGATIVE,really_visible,14,2.183,11.817,really,63523.0,visible,2820.0,0.788,46.928,1.754,6.359,0.886,84.40714
NEG-particularly_flashy,NEGATIVE,particularly_flashy,12,1.747,10.253,particularly,14612.0,flashy,353.0,0.854,46.252,2.167,16.104,0.823,85.441666
NEG-remotely_illegal,NEGATIVE,remotely_illegal,12,1.747,10.253,remotely,2609.0,illegal,1205.0,0.854,46.252,2.167,16.104,0.823,85.441666
NEG-longer_male,NEGATIVE,longer_male,12,1.747,10.253,longer,3868.0,male,220.0,0.854,46.252,2.167,16.104,0.823,85.441666
NEG-that_quick,NEGATIVE,that_quick,12,1.747,10.253,that,7441.0,quick,2142.0,0.854,46.252,2.167,16.104,0.823,85.441666
NEG-actually_alone,NEGATIVE,actually_alone,12,1.747,10.253,actually,5069.0,alone,824.0,0.854,46.252,2.167,16.104,0.823,85.441666
NEG-too_amused,NEGATIVE,too_amused,12,1.747,10.253,too,186765.0,amused,68.0,0.854,46.252,2.167,16.104,0.823,85.441666
NEG-especially_fancy,NEGATIVE,especially_fancy,12,1.747,10.253,especially,4308.0,fancy,1184.0,0.854,46.252,2.167,16.104,0.823,85.441666
NEG-fully_convincing,NEGATIVE,fully_convincing,12,1.747,10.253,fully,4795.0,convincing,954.0,0.854,46.252,2.167,16.104,0.823,85.441666
NEG-overly_spectacular,NEGATIVE,overly_spectacular,12,1.747,10.253,overly,5606.0,spectacular,1569.0,0.854,46.252,2.167,16.104,0.823,85.441666
NEG-ever_fair,NEGATIVE,ever_fair,12,1.747,10.253,ever,5050.0,fair,1228.0,0.854,46.252,2.167,16.104,0.823,85.441666
NEG-necessarily_indicative,NEGATIVE,necessarily_indicative,13,2.038,10.962,necessarily,1617.0,indicative,262.0,0.783,43.216,1.723,6.252,0.687,84.32308
NEG-really_past,NEGATIVE,really_past,11,1.601,9.399,really,63523.0,past,93.0,0.854,42.398,2.13,15.979,0.578,85.44546
NEG-ever_secure,NEGATIVE,ever_secure,11,1.601,9.399,ever,5050.0,secure,1435.0,0.854,42.398,2.13,15.979,0.578,85.44546
NEG-as_reassuring,NEGATIVE,as_reassuring,11,1.601,9.399,as,125578.0,reassuring,385.0,0.854,42.398,2.13,15.979,0.578,85.44546
NEG-ever_serious,NEGATIVE,ever_serious,11,1.601,9.399,ever,5050.0,serious,10766.0,0.854,42.398,2.13,15.979,0.578,85.44546
NEG-wholly_satisfactory,NEGATIVE,wholly_satisfactory,11,1.601,9.399,wholly,1589.0,satisfactory,402.0,0.854,42.398,2.13,15.979,0.578,85.44546
NEG-immediately_forthcoming,NEGATIVE,immediately_forthcoming,11,1.601,9.399,immediately,1406.0,forthcoming,272.0,0.854,42.398,2.13,15.979,0.578,85.44546
NEG-wholly_convincing,NEGATIVE,wholly_convincing,12,1.892,10.108,wholly,1589.0,convincing,954.0,0.778,39.516,1.689,6.137,0.462,84.23333
