key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,liddell,mutual_information,deltaP_min,deltaP_max,deltaP_max_abs,deltaP_product,unexpected_f,unexpected_ratio,expected_sqrt,unexpected_abs_sqrt,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt
NEG~ever,NEGMIR,ever,4718,749.1993,15340.33822,1.7883301,0.7682837,0.01578441,0.91098666,0.016049638,293963,5179,2032082,4718.0,289245.0,461.0,1737658.0,293963.0,1738119.0,5179.0,2026903.0,293213.800717196,4429.800717195,1733689.199282804,57.780373,0.03154355,0.7682837,0.7991606,0.01578441,0.7682837,0.7682837,0.012126906,3968.8007,0.84120405,27.371506,62.998417,5.5669656,5.5457625,5.5764737,5.5995574,5.7217093,5.6282835,68.68769904429759,542.1835482564921,71.96526940128828
NEG~any,NEGMIR,any,1082,219.0167,2511.25678,1.1717216,0.5704271,0.003432191,0.71466315,0.003680735,293963,1514,2032082,1082.0,292881.0,432.0,1737687.0,293963.0,1738119.0,1514.0,2030568.0,293743.983256581,1294.983256581,1736824.016743419,26.235464,0.007323751,0.5704271,0.69374996,0.003432191,0.5704271,0.5704271,0.001957815,862.9833,0.7975816,14.799212,29.376577,3.4775622,3.4528272,3.4886541,3.5155826,3.658081,3.549094,32.89376840679705,542.1835482564921,38.91015291668744
NEG~remotely,NEGMIR,remotely,1846,393.0439,4009.83635,1.1003863,0.5354808,0.005778585,0.67942584,0.006279702,293963,2717,2032082,1846.0,292117.0,871.0,1737248.0,293963.0,1738119.0,2717.0,2029365.0,293569.956081989,2323.956081989,1735795.043918011,33.817123,0.012444385,0.5354808,0.6717906,0.005778585,0.5354808,0.5354808,0.0030943213,1452.9560999999999,0.7870835,19.825335,38.11766,3.3508883,3.3330324,3.3588953,3.3783345,3.481202,3.402526,42.96510211788167,542.1835482564921,52.124850119688595
NEG~particularly,NEGMIR,particularly,9278,2163.2605,17999.06937,0.99769086,0.47930217,0.028296197,0.620436,0.031561796,293963,14954,2032082,9278.0,284685.0,5676.0,1732443.0,293963.0,1738119.0,14954.0,2017128.0,291799.739510512,12790.739510512,1725328.260489488,73.86383,0.060067914,0.47930217,0.63234556,0.028296197,0.47930217,0.47930217,0.013562428,7114.7395,0.7668398,46.510864,84.348915,3.1518903,3.1446135,3.1551535,3.1630754,3.204997,3.1729343,96.32237538599222,542.1835482564921,122.28654872879518
NEG~that,NEGMIR,that,4338,1080.9069,7632.2144,0.91863036,0.4375152,0.012953861,0.5805675,0.014756959,293963,7472,2032082,4338.0,289625.0,3134.0,1734985.0,293963.0,1738119.0,7472.0,2024610.0,292882.093060221,6391.093060221,1731727.906939779,49.452175,0.028782325,0.4375152,0.60350126,0.012953861,0.4375152,0.4375152,0.0056675114,3257.0931,0.75082827,32.877148,57.07095,2.864114,2.8539557,2.8686693,2.8797283,2.93825,2.8934908,65.86349520030045,542.1835482564921,86.44073113989724
NEG~inherently,NEGMIR,inherently,2872,817.1899,4160.37919,0.78996164,0.3647616,0.008172233,0.50840855,0.009769937,293963,5649,2032082,2872.0,291091.0,2777.0,1735342.0,293963.0,1738119.0,5649.0,2026433.0,293145.81005048,4831.81005048,1733287.18994952,38.342415,0.019171461,0.3647616,0.5458614,0.008172233,0.3647616,0.3647616,0.0029809165,2054.8101,0.7154631,28.586533,45.330013,2.420645,2.4091036,2.4258204,2.438385,2.5048745,2.4540215,53.59104402789705,542.1835482564921,75.15982969645421
NEG~especially,NEGMIR,especially,1573,636.5084,1232.03297,0.5188736,0.21330085,0.003724543,0.3575,0.005351014,293963,4400,2032082,1573.0,292390.0,2827.0,1735292.0,293963.0,1738119.0,4400.0,2027682.0,293326.491630751,3763.491630751,1734355.508369249,23.612368,0.010544203,0.21330085,0.3929246,0.003724543,0.21330085,0.21330085,0.00079444825,936.4916,0.59535384,25.229118,30.60215,1.4913038,1.4776518,1.4974257,1.5122883,1.5909376,1.5307844,39.66106403010388,542.1835482564921,66.332495807108
NEG~fully,NEGMIR,fully,1668,735.4565,1086.24023,0.46214792,0.18388718,0.00370884,0.32808813,0.005674183,293963,5084,2032082,1668.0,292295.0,3416.0,1734703.0,293963.0,1738119.0,5084.0,2026998.0,293227.543511532,4348.543511532,1733770.456488468,22.833426,0.011155437,0.18388718,0.35563907,0.00370884,0.18388718,0.18388718,0.00068200816,932.5435,0.5590788,27.1193,30.537575,1.3143415,1.3013803,1.3201537,1.3342644,1.4089342,1.3518245,40.84115571332428,542.1835482564921,71.30217387990355
NEG~terribly,NEGMIR,terribly,1579,754.8411,847.65191,0.410693,0.15835199,0.003277782,0.30260637,0.005371424,293963,5218,2032082,1579.0,292384.0,3639.0,1734480.0,293963.0,1738119.0,5218.0,2026864.0,293208.158938468,4463.158938468,1733655.841061532,20.740532,0.010555483,0.15835199,0.3205266,0.003277782,0.15835199,0.15835199,0.0005190433,824.1589,0.5219499,27.474371,28.708168,1.1420869,1.1290103,1.1479506,1.1621866,1.2375199,1.1799028,39.736632972611055,542.1835482564921,72.2357252334328
POS~plain,POSMIR,plain,6049,5187.5893,1733.35867,1.7939639,0.14245497,0.003425801,0.9973619,0.003480227,1738105,6065,2032082,6049.0,1732056.0,16.0,293961.0,1738105.0,293977.0,6065.0,2026017.0,1732917.410707344,877.410707344,293099.589292656,11.075631,0.00693625,0.14245497,0.066718,0.003425801,0.14245497,0.14245497,0.00048802237,861.4107000000004,0.14240547,72.02492,29.349798,4.1905336,4.0816727,4.23935,4.3578644,4.9850116,4.5053506,77.77531742140305,1318.3721022533812,77.87810988975015
